2022/02/23 15:20:47 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645600847390251900}
2022/02/23 15:20:56 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645600856107824500}
2022/02/23 15:20:56 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645600856108736600}
2022/02/23 15:21:02 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645600862896390500}
2022/02/23 15:21:02 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645600862896390500}
2022/02/23 15:21:26 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645600886694910300}
2022/02/23 15:21:26 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645600886694910300}
2022/02/23 15:21:27 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645600887519524000}
2022/02/23 15:21:27 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645600887519524000}
2022/02/23 15:21:28 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645600888081376400}
2022/02/23 15:21:28 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645600888081376400}
2022/02/23 15:21:28 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645600888489773700}
2022/02/23 15:21:28 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645600888490135400}
2022/02/23 15:27:47 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601267785049400}
2022/02/23 15:27:47 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[]中的一个","time":1645601267785773000}
2022/02/23 15:27:49 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601269894019100}
2022/02/23 15:27:49 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[]中的一个","time":1645601269894019100}
2022/02/23 15:28:19 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601299245818500}
2022/02/23 15:28:19 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[]中的一个","time":1645601299246371700}
2022/02/23 15:28:48 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601328088615900}
2022/02/23 15:28:48 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[]中的一个","time":1645601328088615900}
2022/02/23 15:29:43 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601383780215000}
2022/02/23 15:29:43 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[]中的一个","time":1645601383781262500}
2022/02/23 15:30:05 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601405910712400}
2022/02/23 15:30:05 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601405911712600}
2022/02/23 15:30:07 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601407036348200}
2022/02/23 15:30:07 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601407036348200}
2022/02/23 15:30:07 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601407665768300}
2022/02/23 15:30:07 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601407665768300}
2022/02/23 15:30:09 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601409913863900}
2022/02/23 15:30:09 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601409913863900}
2022/02/23 15:30:10 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601410930397000}
2022/02/23 15:30:10 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601410930397000}
2022/02/23 15:30:13 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601413639117200}
2022/02/23 15:30:13 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601413639970500}
2022/02/23 15:30:14 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601414222807300}
2022/02/23 15:30:14 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601414223331100}
2022/02/23 15:30:14 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601414570004700}
2022/02/23 15:30:14 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601414570004700}
2022/02/23 15:30:16 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601416376604000}
2022/02/23 15:30:16 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601416376604000}
2022/02/23 15:30:22 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601422366012500}
2022/02/23 15:30:22 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601422366012500}
2022/02/23 15:32:19 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601539855476100}
2022/02/23 15:32:19 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601539855476100}
2022/02/23 15:32:23 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601543579986800}
2022/02/23 15:32:23 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601543579986800}
2022/02/23 15:32:24 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601544278571000}
2022/02/23 15:32:24 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601544278571000}
2022/02/23 15:38:03 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601883484768500}
2022/02/23 15:38:03 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601883486429200}
2022/02/23 15:38:04 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"warning","message":"testing\n","time":1645601884498906800}
2022/02/23 15:38:04 {"callers":["C:/Users/RyanT/GolandProjects/blog-service/pkg/logger/logger.go:92 github.com/RyanTokManMokMTM/blog-service/pkg/logger.(*Logger).WithCaller"],"level":"error","message":"app.BindAndValid errs :State必须是[01]中的一个","time":1645601884498906800}
